id_movie,budget,original_language,popularity,release_date,revenue,runtime,status,vote_average,vote_count,return,release_year
20981,50000,en,3.324295,2005-01-01,0,47.0,Released,6.9,41,0.0,2005
12096,0,en,10.520501,2006-01-18,0,93.0,Released,5.6,570,0.0,2006
33061,1100000,en,10.254424,1986-01-17,5450815,82.0,Released,4.9,60,4.96,1986
5145,0,en,3.10889,2005-09-02,0,96.0,Released,6.6,42,0.0,2005
9975,50000000,en,12.602502,2006-02-10,69834815,86.0,Released,6.1,109,1.4,2006
9754,45000000,en,6.500892,2006-02-10,82800000,105.0,Released,5.6,270,1.84,2006
36495,0,en,0.857056,1940-08-23,0,82.0,Released,6.9,13,0.0,1940
52612,0,en,0.971657,1999-06-16,0,92.0,Rumored,6.0,11,0.0,1999
23965,0,en,1.107223,2004-11-13,0,90.0,Released,6.5,17,0.0,2004
29269,0,ja,1.429707,2004-08-10,0,76.0,Released,6.7,16,0.0,2004
10053,15000000,en,5.149058,2006-02-03,66966987,87.0,Released,5.4,273,4.46,2006
10263,4750000,en,3.743679,2005-05-12,206871,98.0,Released,5.1,64,0.04,2005
7515,0,en,4.96473,2005-02-10,0,92.0,Released,6.1,96,0.0,2005
15675,0,en,0.583897,2006-02-10,0,99.0,Released,8.2,5,0.0,2006
9959,37665000,en,5.388535,2006-02-17,14655628,113.0,Released,5.2,71,0.39,2006
14256,3500000,en,4.456904,2006-02-07,113783,98.0,Released,6.7,28,0.03,2006
9036,40000000,en,13.876881,2006-02-17,120455994,120.0,Released,6.7,553,3.01,2006
10073,20000000,en,5.682129,2006-02-17,48548426,83.0,Released,3.6,225,2.43,2006
7304,17000000,en,7.435544,2006-01-06,9500000,122.0,Released,7.0,332,0.56,2006
16781,6000000,en,4.304175,2006-02-24,57231524,110.0,Released,6.0,77,9.54,2006
24432,0,en,2.524859,2006-02-24,0,85.0,Released,3.2,18,0.0,2006
9920,30000000,en,11.096655,2006-03-03,31070211,87.0,Released,4.8,468,1.04,2006
10025,28000000,en,6.053567,2006-05-12,38159905,103.0,Released,5.8,512,1.36,2006
9682,38000000,en,10.307277,2006-08-11,29907685,90.0,Released,5.0,154,0.79,2006
17700,0,en,2.675711,2006-03-03,0,41.0,Released,5.7,21,0.0,2006
2207,55000000,en,11.887779,2006-03-01,65664721,105.0,Released,6.2,675,1.19,2006
14086,0,it,1.159325,2004-04-27,0,125.0,Released,6.3,9,0.0,2004
14887,0,en,1.660609,1997-01-01,0,97.0,Released,5.0,12,0.0,1997
44435,0,it,4.77663,1993-03-12,0,106.0,Released,5.8,32,0.0,1993
18747,0,cn,3.222361,2005-05-14,0,101.0,Released,6.7,51,0.0,2005
9756,0,en,10.050905,2006-01-17,0,110.0,Released,5.9,76,0.0,2006
34581,0,en,0.141932,2005-07-04,0,87.0,Released,6.0,3,0.0,2005
6877,50000000,en,9.438013,2006-03-10,128406887,97.0,Released,5.5,407,2.57,2006
14609,0,en,6.425482,2006-02-21,6700000,72.0,Released,6.5,85,0.0,2006
950,80000000,en,16.646029,2006-03-23,660940780,91.0,Released,6.5,3034,8.26,2006
10912,0,en,9.234545,1979-11-14,0,150.0,Released,5.9,34,0.0,1979
9968,18000000,en,12.283163,2005-10-27,0,100.0,Released,6.3,91,0.0,2005
4173,0,it,3.197594,1950-02-15,0,105.0,Released,6.8,28,0.0,1950
43386,0,en,4.617,1950-11-14,0,112.0,Released,5.9,6,0.0,1950
10116,0,ja,4.419592,2005-09-17,0,107.0,Released,6.4,54,0.0,2005
113479,0,fr,1.828887,1980-09-08,0,87.0,Released,6.1,10,0.0,1980
18493,0,en,2.141858,1985-05-10,0,43.0,Released,7.4,20,0.0,1985
16791,0,en,8.199069,2004-10-15,0,88.0,Released,5.5,67,0.0,2004
7483,0,en,3.11224,2005-04-18,0,90.0,Released,4.8,16,0.0,2005
20442,0,en,3.184967,1953-02-06,0,91.0,Released,6.6,45,0.0,1953
15590,0,en,5.326142,2006-02-21,0,96.0,Released,4.6,73,0.0,2006
1967,0,en,4.049118,2006-02-02,0,117.0,Released,5.2,42,0.0,2006
752,54000000,en,20.214422,2006-03-15,132511035,132.0,Released,7.7,4562,2.45,2006
9655,20000000,en,6.916201,2006-03-17,33889159,105.0,Released,6.4,691,1.69,2006
9388,6500000,en,9.369527,2005-09-05,24793509,92.0,Released,7.1,670,3.81,2005
9950,13000000,en,15.295949,2006-03-16,2636637,125.0,Released,6.5,139,0.2,2006
388,45000000,en,13.393548,2006-03-23,184376254,129.0,Released,7.3,1671,4.1,2006
868,3000000,af,6.081201,2005-08-18,9879971,94.0,Released,6.9,96,3.29,2005
14191,12000000,en,11.29062,2006-03-03,23006849,104.0,Released,5.8,372,1.92,2006
25874,0,en,2.237092,1969-03-26,0,103.0,Released,5.4,15,0.0,1969
18009,2000000,en,3.3924,1994-04-07,2260622,85.0,Released,4.8,51,1.13,1994
19286,0,en,8.21698,1995-07-04,0,90.0,Released,5.0,42,0.0,1995
19287,0,en,3.301279,1996-12-25,0,95.0,Released,3.6,34,0.0,1996
18011,0,en,3.098603,2000-03-28,0,90.0,Released,4.4,29,0.0,2000
114875,0,en,0.254794,1960-09-28,0,124.0,Released,7.0,1,0.0,1960
49781,0,it,0.908594,1950-10-01,0,98.0,Released,6.6,15,0.0,1950
9648,0,en,1.741405,2001-10-25,0,97.0,Released,6.1,23,0.0,2001
1379,1380000,fi,2.329388,2006-02-03,1615018,78.0,Released,6.6,27,1.17,2006
62719,0,fi,1.011155,1995-10-20,0,86.0,Released,6.4,13,0.0,1995
29481,171200,en,1.513716,1940-08-16,0,64.0,Released,6.1,20,0.0,1940
9792,15000000,en,18.960549,2006-03-10,69623713,107.0,Released,6.1,726,4.64,2006
10067,50000000,en,4.878907,2006-03-09,61112916,98.0,Released,4.5,138,1.22,2006
55676,0,en,8.890621,1995-05-21,0,225.0,Released,8.3,31,0.0,1995
11573,0,en,3.847641,1968-07-19,0,96.0,Released,4.1,12,0.0,1968
46828,25000000,en,3.372523,1993-01-01,2438031,93.0,Released,3.8,44,0.1,1993
35555,0,en,0.743772,2005-06-01,0,88.0,Released,6.5,5,0.0,2005
582,2000000,de,9.02255,2006-03-15,70000000,137.0,Released,7.9,977,35.0,2006
52885,0,hu,1.660758,1967-11-03,0,90.0,Released,6.8,17,0.0,1967
143223,0,en,0.140298,1999-03-14,0,82.0,Released,8.0,1,0.0,1999
42120,0,cn,0.899631,1987-02-13,0,98.0,Released,6.9,22,0.0,1987
88811,0,zh,0.549914,1996-01-01,0,116.0,Released,6.7,6,0.0,1996
669,53000,en,2.593681,1922-06-11,0,79.0,Released,7.2,50,0.0,1922
49361,0,it,3.056552,1972-09-29,0,102.0,Released,7.6,59,0.0,1972
98864,0,en,0.95581,1980-09-26,3910019,103.0,Released,6.4,10,0.0,1980
37939,0,ja,1.610094,1963-04-21,0,92.0,Released,6.3,23,0.0,1963
32052,1500000,en,1.737092,1978-07-12,0,114.0,Released,6.7,15,0.0,1978
34732,0,en,5.424482,1970-07-10,0,108.0,Released,5.4,12,0.0,1970
12763,30000000,en,5.364459,2006-03-17,34742066,108.0,Released,6.6,171,1.16,2006
56935,0,fr,2.468159,1977-05-25,0,107.0,Released,5.4,13,0.0,1977
13222,0,en,1.584846,2005-01-23,0,110.0,Released,8.1,33,0.0,2005
42112,0,fr,4.173803,1983-09-24,0,85.0,Released,6.8,36,0.0,1983
48764,0,fr,1.633231,1962-05-30,0,65.0,Released,6.8,23,0.0,1962
1561,0,fr,3.081852,1967-03-28,0,81.0,Released,7.3,45,0.0,1967
31289,0,it,2.659206,2006-03-24,0,112.0,Released,6.2,38,0.0,2006
186,27000000,en,11.15092,2006-02-24,56308881,110.0,Released,7.4,1356,2.09,2006
8410,0,en,0.921349,2005-09-05,0,81.0,Released,5.7,15,0.0,2005
51311,0,en,0.572948,2003-10-30,0,81.0,Released,5.9,7,0.0,2003
21843,0,en,0.816183,2004-11-12,0,78.0,Released,4.9,5,0.0,2004
219,12899867,es,6.302926,2006-03-16,85582407,121.0,Released,7.3,419,6.63,2006
65873,0,en,0.054365,2006-01-16,0,0.0,Released,6.0,1,0.0,2006
13751,8000000,en,5.052049,2006-04-28,18948425,112.0,Released,6.7,85,2.37,2006
52345,0,pt,1.98441,2003-08-22,0,106.0,Released,7.5,53,0.0,2003
53961,0,pt,1.071448,2001-06-22,0,74.0,Released,7.4,27,0.0,2001
10292,3500000,en,7.778296,2005-07-19,0,93.0,Released,4.9,55,0.0,2005
15639,0,en,0.797046,2006-03-24,0,89.0,Released,3.3,17,0.0,2006
10069,9000000,en,4.854551,2006-03-24,27105095,100.0,Released,5.3,157,3.01,2006
43887,0,en,1.517112,1935-11-15,0,90.0,Released,5.5,9,0.0,1935
3093,70000000,en,15.321902,2006-03-29,38629478,114.0,Released,4.6,183,0.55,2006
9270,475000,en,9.00314,2005-01-30,3919254,110.0,Released,6.8,366,8.25,2005
11291,0,sv,2.820184,1977-09-23,0,102.0,Released,6.9,22,0.0,1977
28349,150000,en,1.149604,2000-02-08,0,90.0,Released,3.9,9,0.0,2000
10177,500000,en,2.002373,2006-03-10,0,93.0,Released,6.1,42,0.0,2006
12591,0,en,3.785156,2005-10-25,0,78.0,Released,5.3,57,0.0,2005
18045,500000,en,2.758048,2005-03-11,0,80.0,Released,5.5,22,0.0,2005
16070,0,en,5.205826,2006-01-26,302179,98.0,Released,7.3,118,0.0,2006
11348,0,en,4.641868,2005-10-14,0,101.0,Released,6.0,137,0.0,2005
13960,20000000,en,2.582818,2006-03-31,21170563,105.0,Released,6.0,33,1.06,2006
41263,0,en,0.843996,1986-05-18,0,97.0,Released,4.1,6,0.0,1986
9035,15500000,en,10.375,2006-03-31,0,95.0,Released,6.3,324,0.0,2006
9957,0,en,10.318021,2006-04-07,0,80.0,Released,5.2,248,0.0,2006
30139,0,en,1.19271,2006-01-01,0,99.0,Released,3.7,10,0.0,2006
9389,18000000,fr,9.746725,2006-03-16,1831348,105.0,Released,6.7,78,0.1,2006
460,0,de,1.817069,2005-01-06,0,136.0,Released,6.6,10,0.0,2005
28752,0,en,2.634682,1961-05-01,0,93.0,Released,6.5,32,0.0,1961
19059,0,en,7.106448,2005-10-11,0,94.0,Released,5.8,17,0.0,2005
8998,6500000,en,8.869162,2006-09-07,13368437,88.0,Released,5.1,132,2.06,2006
44947,21000000,en,1.792826,2000-12-06,0,115.0,Released,7.2,13,0.0,2000
13468,0,en,1.936078,2004-09-03,0,90.0,Released,6.7,25,0.0,2004
20521,0,en,6.004782,2005-04-16,0,109.0,Released,6.9,23,0.0,2005
25428,0,en,1.224042,2003-10-05,0,111.0,Released,6.5,2,0.0,2003
53296,0,fi,0.814929,2005-10-21,0,102.0,Released,6.2,14,0.0,2005
79363,0,en,0.736475,1955-12-22,0,56.0,Released,6.5,11,0.0,1955
34193,0,en,3.944012,1978-11-08,0,107.0,Released,7.0,59,0.0,1978
4441,0,en,4.772204,2006-02-15,2077763,116.0,Released,7.0,152,0.0,2006
84954,0,de,0.198451,1926-03-24,0,97.0,Released,5.5,5,0.0,1926
11490,0,fr,5.462645,2005-07-10,5507396,95.0,Released,7.0,49,0.0,2005
11304,0,en,1.48066,2002-03-10,0,128.0,Released,7.6,21,0.0,2002
55368,0,fr,2.235918,1974-01-30,0,138.0,Released,7.2,27,0.0,1974
18276,0,en,6.429619,2006-05-05,0,91.0,Released,5.5,44,0.0,2006
26514,0,en,2.31862,1974-06-21,0,97.0,Released,6.7,24,0.0,1974
4257,45000000,en,13.096692,2006-04-13,178262620,83.0,Released,5.3,779,3.96,2006
2652,950000,en,9.62025,2005-01-14,7022209,103.0,Released,6.8,726,7.39,2005
19592,1500000,en,7.774208,2004-01-01,0,91.0,Released,5.7,75,0.0,2004
1629,0,fr,2.499754,1967-08-30,30857,96.0,Released,7.4,29,0.0,1967
17111,0,th,7.933786,2004-09-09,0,97.0,Released,6.8,180,0.0,2004
9526,10000000,en,5.114498,2006-06-09,0,105.0,Released,6.4,84,0.0,2006
19126,0,en,7.032075,2006-03-01,0,113.0,Released,5.7,20,0.0,2006
80556,0,hi,0.813813,1977-10-02,0,129.0,Released,6.9,8,0.0,1977
39045,8000000,en,0.743274,1987-08-06,3261638,83.0,Released,5.3,4,0.41,1987
27201,0,en,5.695908,1978-06-02,15500000,105.0,Released,5.5,16,0.0,1978
5820,60000000,en,12.915358,2006-04-19,77920346,108.0,Released,5.8,230,1.3,2006
19661,0,en,7.259158,1965-10-29,0,108.0,Released,6.5,20,0.0,1965
41338,0,ko,0.406829,2005-02-03,0,102.0,Released,6.8,10,0.0,2005
9904,80000000,en,7.904333,2006-03-06,37384046,94.0,Released,5.1,246,0.47,2006
50724,0,es,3.346139,2005-11-04,0,89.0,Released,4.8,14,0.0,2005
588,50000000,en,7.938457,2006-04-21,97607453,125.0,Released,6.3,1093,1.95,2006
17247,1601792,es,2.329513,2005-05-15,253527,96.0,Released,5.6,24,0.16,2005
9310,17000000,en,4.936369,2006-03-04,7314027,107.0,Released,4.9,97,0.43,2006
48369,0,fr,1.195247,1938-12-19,0,95.0,Released,7.4,15,0.0,1938
18858,0,en,4.094629,2006-04-18,0,103.0,Released,5.5,33,0.0,2006
35545,558000,en,1.41344,1931-12-26,2227000,89.0,Released,6.1,9,3.99,1931
1557,0,de,8.271531,1998-07-02,0,99.0,Released,7.1,55,0.0,1998
16367,0,en,4.893525,2005-08-30,8895428,107.0,Released,6.3,89,0.0,2005
17131,0,en,1.642878,1942-10-14,0,85.0,Released,6.2,25,0.0,1942
8982,6000000,th,9.005167,2005-08-11,27165581,108.0,Released,6.8,171,4.53,2005
956,150000000,en,15.687983,2006-05-03,397850012,126.0,Released,6.5,2062,2.65,2006
36253,0,zh,1.606481,2005-05-19,0,114.0,Released,6.9,20,0.0,2005
31506,0,de,1.827403,1924-02-13,0,140.0,Released,7.7,19,0.0,1924
42512,0,de,0.828949,1924-04-25,0,129.0,Released,7.5,14,0.0,1924
1416,0,ko,1.915235,2002-11-22,0,96.0,Released,6.8,29,0.0,2002
9530,50000000,en,11.511424,2006-04-28,87528173,99.0,Released,5.6,503,1.75,2006
9829,15000000,en,10.527141,2006-04-28,76286096,111.0,Released,6.9,377,5.09,2006
10115,0,en,7.255225,2006-04-21,0,105.0,Released,6.3,153,0.0,2006
560,0,en,2.842257,1948-01-01,0,99.0,Released,5.8,21,0.0,1948
5717,0,en,3.472216,2005-09-01,0,87.0,Released,7.0,13,0.0,2005
41292,0,zh,0.80315,2005-03-18,0,143.0,Released,7.3,18,0.0,2005
14384,0,en,3.391783,1970-08-12,0,112.0,Released,7.1,42,0.0,1970
28432,0,en,2.568773,1933-10-21,0,104.0,Released,5.8,15,0.0,1933
19719,2000,en,1.677933,2004-11-21,0,64.0,Released,6.1,8,0.0,2004
10008,0,en,5.026855,2005-05-05,0,83.0,Released,5.3,143,0.0,2005
7870,8000000,en,11.448612,2005-05-13,852872,112.0,Released,6.0,64,0.11,2005
34019,0,ja,1.033814,2004-10-30,0,132.0,Released,7.6,28,0.0,2004
7518,80000000,en,9.382953,2006-04-22,343397247,83.0,Released,6.3,1116,4.29,2006
9786,0,en,11.611468,2006-11-10,0,102.0,Released,6.1,68,0.0,2006
503,160000000,en,6.581669,2006-05-12,181674817,99.0,Released,5.5,594,1.14,2006
591,125000000,en,18.566706,2006-05-17,767820459,149.0,Released,6.5,2773,6.14,2006
36668,210000000,en,0.867943,2006-05-24,459359555,104.0,Released,6.3,3581,2.19,2006
9767,52000000,en,6.327193,2006-06-01,204999686,106.0,Released,5.6,851,3.94,2006
13689,0,en,10.398351,2006-03-30,0,120.0,Released,7.3,95,0.0,2006
18164,400000,en,1.829593,2005-09-11,95687,90.0,Released,7.0,20,0.24,2005
15013,0,en,1.528003,2005-08-17,0,120.0,Released,6.3,8,0.0,2005
21014,0,en,8.433369,2006-05-12,0,90.0,Released,5.2,18,0.0,2006
920,120000000,en,18.907948,2006-06-08,461983149,117.0,Released,6.6,3991,3.85,2006
18484,0,en,1.489895,2005-09-12,634074,111.0,Released,6.4,20,0.0,2005
9700,9600000,en,2.637004,2005-09-03,4386236,144.0,Released,5.9,25,0.46,2005
14167,1700000,en,2.095106,2005-01-02,12762,90.0,Released,5.7,12,0.01,2005
12261,9000000,en,13.305564,2005-09-27,0,100.0,Released,4.3,20,0.0,2005
59892,0,cs,1.274652,1996-10-17,0,83.0,Released,7.4,16,0.0,1996
15264,0,en,9.444861,1944-09-29,0,87.0,Released,5.9,17,0.0,1944
20330,0,en,1.609677,1956-09-05,0,80.0,Released,7.0,21,0.0,1956
44126,0,en,1.525287,1989-04-01,0,93.0,Released,3.7,9,0.0,1989
55418,0,fi,0.768542,1973-11-02,0,104.0,Released,7.8,5,0.0,1973
101908,0,zh,0.334025,2005-06-03,0,123.0,Released,5.6,8,0.0,2005
12766,0,en,2.320058,1954-12-25,0,94.0,Released,6.9,37,0.0,1954
15402,0,en,3.678394,2005-09-14,1410778,91.0,Released,6.6,44,0.0,2005
26116,0,en,2.895673,2005-11-02,0,94.0,Released,5.2,18,0.0,2005
32446,0,en,2.699266,1986-01-01,0,90.0,Released,5.2,15,0.0,1986
80919,0,en,4.396455,2005-03-10,0,87.0,Released,4.6,13,0.0,2005
15366,0,en,5.16295,2005-01-01,0,95.0,Released,5.4,13,0.0,2005
53905,2500000,en,7.113961,2006-01-24,0,103.0,Released,5.1,12,0.0,2006
38344,0,en,0.662855,2005-08-18,0,98.0,Released,6.4,9,0.0,2005
806,25000000,en,5.670679,2006-06-06,119188334,110.0,Released,5.3,287,4.77,2006
20021,0,en,1.233312,2005-01-01,0,105.0,Released,6.5,20,0.0,2005
9353,32000000,en,12.042646,2006-06-16,80197993,92.0,Released,5.6,368,2.51,2006
2044,40000000,en,12.589019,2006-06-16,114830111,99.0,Released,6.5,689,2.87,2006
9339,82500000,en,9.796552,2006-06-22,237681299,107.0,Released,6.0,2167,2.88,2006
20945,0,en,2.411819,1943-08-21,0,71.0,Released,6.4,23,0.0,1943
122271,0,en,0.601614,1971-01-01,0,111.0,Released,7.5,2,0.0,1971
50254,0,no,0.103347,1974-11-12,0,221.0,Released,6.9,8,0.0,1974
28249,0,en,0.138424,1921-09-17,0,75.0,Released,6.5,2,0.0,1921
350,35000000,en,13.102384,2006-06-30,326551094,109.0,Released,7.0,3198,9.33,2006
58,200000000,en,29.455314,2006-06-20,1065659812,151.0,Released,7.0,5380,5.33,2006
1819,54000000,en,8.570085,2006-07-14,130431368,108.0,Released,5.4,421,2.42,2006
2295,5000000,en,8.466725,2006-05-25,26888376,97.0,Released,6.9,407,5.38,2006
9697,75000000,en,8.704554,2006-07-21,42285169,110.0,Released,5.3,415,0.56,2006
4474,0,en,12.819565,2006-06-20,60896147,95.0,Released,4.8,453,0.0,2006
43240,0,en,0.922678,1957-06-14,0,89.0,Rumored,7.8,7,0.0,1957
30022,0,en,2.36288,1945-08-17,0,94.0,Released,6.1,11,0.0,1945
28673,0,en,0.917919,1965-06-16,0,104.0,Released,4.3,7,0.0,1965
20556,0,en,2.494236,1970-05-13,0,81.0,Released,7.6,32,0.0,1970
4962,0,fr,0.63125,1999-12-01,0,118.0,Released,3.5,4,0.0,1999
10007,8000000,en,5.659608,2006-05-19,0,84.0,Released,4.8,146,0.0,2006
1887,40000000,en,8.852557,2006-05-24,60474340,123.0,Released,6.5,662,1.51,2006
1841,0,en,4.558579,1947-01-23,0,105.0,Released,5.6,19,0.0,1947
71762,0,ru,1.522605,1971-11-06,0,96.0,Released,6.6,12,0.0,1971
13508,1000000,en,8.570312,2006-08-04,1678874,92.0,Released,7.2,59,1.68,2006
1611,0,de,12.485973,2003-10-15,0,118.0,Released,6.1,37,0.0,2003
48693,0,fr,2.301664,1973-05-01,0,217.0,Released,8.0,31,0.0,1973
1781,1000000,en,6.684925,2006-01-24,46243000,100.0,Released,6.7,257,46.24,2006
43155,0,en,0.585649,1938-04-22,0,118.0,Released,6.7,7,0.0,1938
16270,0,en,11.718412,1991-03-29,0,83.0,Released,5.9,46,0.0,1991
8997,0,en,6.269922,2006-05-23,0,91.0,Released,4.8,60,0.0,2006
42003,0,en,0.471573,1987-01-01,0,120.0,Released,8.4,5,0.0,1987
63100,0,en,1.037835,1968-03-06,0,101.0,Released,4.7,9,0.0,1968
18404,0,en,1.902012,2006-06-01,0,83.0,Released,4.3,13,0.0,2006
51571,0,en,0.359871,1946-10-10,0,116.0,Released,6.7,5,0.0,1946
16074,1200000,bo,1.811939,2004-10-01,0,85.0,Released,6.8,12,0.0,2004
10947,4200000,en,10.187478,2006-01-20,0,98.0,Released,6.1,1048,0.0,2006
71769,0,en,0.345127,2003-05-20,0,120.0,Released,6.0,1,0.0,2003
34787,0,en,1.994926,2005-07-01,0,135.0,Released,6.0,11,0.0,2005
29138,0,en,1.172386,2005-05-27,0,90.0,Released,8.1,8,0.0,2005
17628,0,en,1.650461,2005-10-14,0,98.0,Released,6.3,17,0.0,2005
8443,0,pt,1.93022,2005-05-16,0,98.0,Released,6.1,14,0.0,2005
18553,0,en,5.147033,1999-12-09,0,115.0,Released,4.4,6,0.0,1999
26567,0,en,1.005088,2005-09-30,0,93.0,Released,7.0,3,0.0,2005
34186,0,fr,4.171214,2005-03-02,0,122.0,Released,7.0,37,0.0,2005
17021,0,en,0.859022,2006-03-31,0,99.0,Released,4.9,14,0.0,2006
53231,0,en,0.107236,1922-05-07,0,80.0,Released,5.0,3,0.0,1922
22747,0,en,1.836802,2005-03-10,0,90.0,Released,5.7,28,0.0,2005
27320,0,en,1.440445,2000-01-01,0,91.0,Released,4.8,16,0.0,2000
17741,0,en,7.441462,2005-11-18,0,102.0,Released,5.4,17,0.0,2005
25563,0,en,1.771875,1937-04-10,0,96.0,Released,7.0,17,0.0,1937
146322,0,en,0.985056,1979-10-30,0,102.0,Released,6.5,4,0.0,1979
43147,0,en,0.090803,1932-09-10,0,80.0,Released,10.0,1,0.0,1932
7549,0,zh,6.187094,2006-01-26,6971266,103.0,Released,7.3,396,0.0,2006
151590,0,en,0.506049,1931-10-10,0,76.0,Released,6.2,6,0.0,1931
41796,1000000,en,1.901063,1992-05-29,0,102.0,Released,6.5,17,0.0,1992
9615,85000000,en,2.238808,2006-06-03,158468292,104.0,Released,6.1,1749,1.86,2006
9513,0,en,7.217377,2006-06-15,141702264,78.0,Released,5.1,477,0.0,2006
20604,0,en,1.905009,2005-09-14,0,91.0,Released,7.8,41,0.0,2005
410,0,de,1.11126,2005-09-09,0,105.0,Released,6.7,12,0.0,2005
31692,0,en,6.268871,1992-01-01,0,99.0,Released,5.6,19,0.0,1992
25509,0,en,0.844059,1949-02-03,0,98.0,Released,5.8,7,0.0,1949
31998,0,en,1.02174,1945-01-01,0,111.0,Released,6.0,5,0.0,1945
9917,0,en,4.212434,2006-06-23,21353303,97.0,Released,6.6,51,0.0,2006
10770,0,it,3.812074,1979-08-10,0,88.0,Released,5.9,69,0.0,1979
4375,0,en,10.188296,1966-12-09,0,140.0,Released,5.5,14,0.0,1966
8008,0,en,1.586873,2005-06-02,0,101.0,Released,5.5,27,0.0,2005
60269,0,en,2.212707,1976-07-09,0,102.0,Released,5.9,8,0.0,1976
51303,0,en,0.942242,1929-03-24,0,76.0,Released,6.1,9,0.0,1929
1452,270000000,en,13.284712,2006-06-28,391081192,154.0,Released,5.4,1429,1.45,2006
43654,0,en,4.556825,1991-09-03,694438,90.0,Released,5.7,12,0.0,1991
7872,0,en,1.514503,2006-03-09,0,95.0,Released,6.7,32,0.0,2006
57406,0,en,0.322965,2006-09-11,0,98.0,Released,6.4,7,0.0,2006
18191,10000000,en,3.858023,2005-08-31,0,82.0,Released,6.0,50,0.0,2005
14474,5000000,en,7.502117,2006-03-30,0,88.0,Released,5.8,27,0.0,2006
773,8000000,en,5.320117,2006-07-26,100523181,102.0,Released,7.5,1728,12.57,2006
16429,0,en,0.492083,2005-01-01,0,93.0,Released,6.7,5,0.0,2005
19999,0,en,0.090293,2006-02-24,0,82.0,Released,7.0,1,0.0,2006
126090,0,bs,1.557965,2003-08-15,0,105.0,Released,6.4,8,0.0,2003
36576,11000000,en,8.046375,1983-08-12,4491986,109.0,Released,3.6,42,0.41,1983
33005,0,en,2.803406,2003-04-14,0,77.0,Released,4.8,36,0.0,2003
36762,53000,en,0.186921,1987-01-02,0,83.0,Released,7.2,11,0.0,1987
19676,0,en,1.042863,2005-09-10,0,92.0,Released,4.4,13,0.0,2005
10308,0,de,0.620251,1970-06-27,0,84.0,Released,7.5,14,0.0,1970
34380,0,en,0.489398,1999-03-22,0,115.0,Released,7.1,7,0.0,1999
19972,0,en,6.734287,1962-08-01,0,114.0,Released,6.1,36,0.0,1962
21631,0,en,1.982942,1948-09-30,0,95.0,Released,7.1,32,0.0,1948
35955,0,en,0.826279,1947-05-09,0,73.0,Released,6.3,6,0.0,1947
41214,900000,en,1.19379,1949-01-01,0,100.0,Released,6.1,10,0.0,1949
1164,25000000,en,12.60853,2006-09-08,135330182,143.0,Released,6.9,1083,5.41,2006
71282,0,en,5.272138,1935-08-16,0,87.0,Released,5.9,7,0.0,1935
72881,4000000,en,0.775854,1970-11-18,0,97.0,Released,5.7,9,0.0,1970
9520,0,en,2.919269,2006-01-04,0,98.0,Released,6.0,50,0.0,2006
42839,0,en,2.364634,1956-12-01,0,99.0,Released,6.5,15,0.0,1956
32740,0,hi,4.431245,2006-06-23,0,154.0,Released,5.5,47,0.0,2006
13141,0,en,3.786971,2006-07-28,0,97.0,Released,5.8,20,0.0,2006
31915,12000000,en,3.579175,1979-01-01,54000000,102.0,Released,5.4,25,4.5,1979
45817,0,en,0.906391,1970-02-01,0,120.0,Released,5.9,9,0.0,1970
43838,0,en,2.062713,1939-06-09,0,100.0,Released,7.1,35,0.0,1939
31463,0,en,1.039179,2006-01-20,0,93.0,Released,5.3,10,0.0,2006
39083,0,en,1.685334,1998-06-11,0,108.0,Released,4.3,15,0.0,1998
11554,0,zh,1.104479,2005-05-20,0,136.0,Released,7.0,22,0.0,2005
25305,0,en,6.627829,1976-07-28,0,105.0,Released,6.6,21,0.0,1976
35199,0,en,0.750184,2006-06-26,0,94.0,Released,7.3,10,0.0,2006
15383,0,fr,7.872569,1969-09-10,741766,145.0,Released,7.8,117,0.0,1969
47850,0,it,1.277491,1978-10-01,0,70.0,Released,5.5,16,0.0,1978
9072,64000000,en,7.067602,2006-08-31,101595121,98.0,Released,5.3,269,1.59,2006
43903,0,en,0.26615,1934-09-01,0,91.0,Released,3.1,5,0.0,1934
43600,923,en,6.232671,1933-11-24,0,92.0,Released,6.2,8,0.0,1933
73907,0,en,0.916951,1954-11-25,0,100.0,Released,5.5,10,0.0,1954
27716,0,en,2.674903,1975-08-20,0,100.0,Released,6.5,25,0.0,1975
54111,0,ko,1.822103,1999-12-24,0,98.0,Released,6.2,26,0.0,1999
9727,5000000,en,2.534678,2006-03-22,0,93.0,Released,5.3,23,0.0,2006
14120,0,en,0.881335,2005-12-02,0,108.0,Released,6.1,15,0.0,2005
76344,0,en,1.345865,1962-11-24,0,119.0,Released,4.0,6,0.0,1962
42636,0,en,0.782194,1968-05-28,0,114.0,Released,6.3,13,0.0,1968
9297,75000000,en,15.402378,2006-07-21,140175006,91.0,Released,6.3,912,1.87,2006
26826,0,en,0.176722,2005-02-17,0,100.0,Released,6.0,2,0.0,2005
81312,0,pl,0.579309,2006-01-20,0,98.0,Released,5.8,14,0.0,2006
5070,0,fr,6.599255,2005-10-26,0,95.0,Released,5.5,35,0.0,2005
13802,0,en,2.555216,2005-01-01,0,86.0,Released,6.1,20,0.0,2005
43778,0,es,0.392533,1966-07-24,0,85.0,Released,7.0,10,0.0,1966
326,33000000,en,7.418574,2006-08-06,62022014,105.0,Released,5.1,504,1.88,2006
