belongs_to_collection,id_movie,language_abrev,language_movie
373538,17205,en,English
97237,15900,en,English
97237,15900,de,Deutsch
97237,12237,en,English
97237,12237,de,Deutsch
97237,15901,en,English
97237,15901,de,Deutsch
97237,15902,en,English
97237,15904,en,English
97237,97251,en,English
97237,97251,de,Deutsch
169329,22435,sv,svenska
295862,2264,de,Deutsch
264437,39874,en,English
212279,31646,en,English
17178,9012,en,English
645,12208,ja,日本語
645,12208,en,English
645,12208,fr,Français
645,12208,gd,
645,12208,de,Deutsch
53159,9021,en,English
43063,10167,en,English
1241,672,en,English
109082,29229,en,English
148517,12716,fr,Français
148517,12716,oc,
148517,12717,fr,Français
148517,12717,oc,
59586,13888,en,English
88574,9538,en,English
88574,9538,de,Deutsch
281644,27997,en,English
645,36669,en,English
645,36669,ko,한국어/조선말
645,36669,cn,广州话 / 廣州話
645,36669,de,Deutsch
645,36669,es,Español
645,36669,is,Íslenska
645,36669,it,Italiano
43563,10426,en,English
43563,10426,fr,Français
43563,10426,pt,Português
218293,20992,ru,Pусский
12075,6007,no,Norsk
296429,25239,en,English
374386,14433,en,English
374386,14433,zu,isiZulu
110127,9932,en,English
140126,22257,pl,Polski
63170,35343,sv,svenska
41649,171,fr,Français
164397,11564,en,English
423877,20787,tr,Türkçe
115570,201,en,English
119,121,en,English
85960,11317,cs,Český
85960,11317,en,English
85960,4032,cs,Český
85960,4032,en,English
135441,31804,en,English
141086,16225,en,English
141086,16225,es,Español
104842,23626,en,English
8864,9358,en,English
227147,15802,ja,日本語
10517,11915,fr,Français
63170,29224,sv,svenska
295862,2262,en,English
295862,2262,de,Deutsch
315750,24830,en,English
315750,24830,de,Deutsch
937,9699,en,English
137766,23943,en,English
59567,6038,en,English
59567,6038,zh,普通话
97459,14873,en,English
195441,12139,en,English
405393,24883,en,English
405393,24883,fr,Français
405393,24883,es,Español
405393,17264,ar,العربية
405393,17264,en,English
405393,17264,it,Italiano
375886,10929,en,English
354210,15347,en,English
93369,2671,ja,日本語
93369,9669,ja,日本語
261057,42695,sv,svenska
100992,18992,en,English
366444,29912,en,English
8385,7294,fi,suomi
105625,2662,en,English
748,36658,en,English
748,36658,de,Deutsch
748,36658,it,Italiano
228887,10708,en,English
92222,17464,en,English
92222,15259,en,English
431417,42792,en,English
2344,604,en,English
239766,1555,it,Italiano
239766,1555,fr,Français
239766,1555,es,Español
239766,1555,en,English
239766,1555,ca,Català
239766,1555,da,Dansk
239766,1555,de,Deutsch
34055,33875,en,English
34055,33875,ja,日本語
124949,310,en,English
137697,12,en,English
52985,9902,en,English
9485,584,en,English
9485,584,es,Español
431417,5921,en,English
383632,14676,en,English
383632,14676,fr,Français
96665,10152,en,English
57129,20694,en,English
123724,35669,en,English
1565,170,es,Español
1565,170,en,English
86029,9471,en,English
86029,9471,zh,普通话
86029,9471,es,Español
86024,10327,en,English
528,296,en,English
295,22,en,English
14890,8961,en,English
14890,8961,es,Español
86117,9486,ja,日本語
86117,9486,en,English
86117,9486,fr,Français
194752,24259,fr,Français
2467,1996,en,English
2467,1996,zh,普通话
86486,12279,en,English
289531,21882,en,English
105322,24993,en,English
105322,24993,de,Deutsch
289531,4984,en,English
2806,8273,en,English
221111,9257,en,English
221111,9257,es,Español
221111,9257,fr,Français
421566,33954,it,Italiano
9735,6466,en,English
91427,10923,en,English
91799,9362,en,English
937,936,en,English
937,936,fr,Français
937,936,it,Italiano
937,12268,en,English
937,12268,fr,Français
7505,7504,hi,हिन्दी
7505,513,en,English
7505,513,hi,हिन्दी
94899,11351,en,English
330892,2722,es,Español
201576,11547,en,English
9649,1428,en,English
9649,1428,es,Español
10457,10617,zh,普通话
10457,10617,es,Español
10457,10618,cn,广州话 / 廣州話
10457,10618,en,English
10457,10619,cn,广州话 / 廣州話
10457,10619,en,English
10457,10619,ru,Pусский
261590,8408,en,English
2326,277,en,English
409138,17614,he,עִבְרִית
201778,18113,en,English
187736,11475,en,English
187736,11475,fi,suomi
168880,11806,en,English
168880,10438,en,English
11794,9871,en,English
124950,33258,en,English
117927,11059,en,English
2883,24,en,English
2883,24,ja,日本語
2883,24,fr,Français
425175,9373,en,English
4246,4256,en,English
96472,10009,hr,Hrvatski
96472,10009,en,English
96472,10009,iu,
264335,10389,en,English
264335,10389,zh,普通话
264335,10389,ru,Pусский
264335,10389,th,ภาษาไทย
123720,3117,en,English
158391,897,bn,বাংলা
457305,224,pl,Polski
478628,27117,en,English
478628,27117,it,Italiano
478628,50553,en,English
478628,50553,it,Italiano
478628,44383,en,English
2344,605,en,English
2344,605,fr,Français
96871,11846,en,English
96871,11846,it,Italiano
96871,11846,pt,Português
423173,10147,en,English
45154,9556,en,English
208765,9065,en,English
208765,9065,de,Deutsch
115142,38939,en,English
151263,860,en,English
8050,8010,en,English
397444,951,en,English
397444,951,es,Español
16302,3176,ja,日本語
43066,11824,en,English
937,1594,en,English
937,1594,fr,Français
19285,11811,en,English
19285,11811,it,Italiano
208765,9063,ar,العربية
208765,9063,en,English
185682,255,fr,Français
144689,10028,en,English
119,122,en,English
114783,11007,en,English
98036,11429,en,English
245129,5205,cs,Český
245129,5205,en,English
245129,5205,de,Deutsch
157890,21779,en,English
52749,1954,en,English
353721,14114,en,English
176097,21301,en,English
194752,44539,fr,Français
158373,18841,en,English
201930,30566,en,English
201930,42466,en,English
194752,44674,fr,Français
135502,9838,en,English
86058,10677,en,English
86058,10677,es,Español
91427,17047,en,English
86860,11024,en,English
1952,553,en,English
17235,1487,ru,Pусский
17235,1487,en,English
86334,11137,da,Dansk
86334,11137,de,Deutsch
86334,11137,en,English
299748,11358,en,English
103577,2122,en,English
103577,2122,he,עִבְרִית
103577,2122,hu,Magyar
261590,923,en,English
135441,34082,en,English
2883,393,en,English
2883,393,zh,普通话
2883,393,es,Español
2883,393,cn,广州话 / 廣州話
99606,10625,sw,Kiswahili
99606,10625,en,English
99606,10625,de,Deutsch
99606,10625,vi,Tiếng Việt
109608,7131,en,English
109608,7131,la,Latin
205977,22137,da,Dansk
205977,22137,it,Italiano
205977,22137,sv,svenska
404111,10035,en,English
95051,20561,en,English
645,667,en,English
645,667,ja,日本語
645,667,ru,Pусский
645,700,de,Deutsch
645,700,en,English
645,700,ru,Pусский
645,700,es,Español
645,36670,en,English
645,36670,fr,Français
645,36670,ar,العربية
645,36670,es,Español
10441,10940,en,English
9521,9356,en,English
126166,16113,ar,العربية
126166,16113,en,English
126166,16113,el,ελληνικά
126166,16113,he,עִבְרִית
272673,25508,cs,Český
272673,25508,en,English
272673,25508,sr,Srpski
87631,12310,en,English
159340,39907,th,ภาษาไทย
14246,9545,en,English
10441,10916,en,English
10441,10921,en,English
10441,10941,en,English
47814,14589,en,English
47814,14594,en,English
47814,14590,en,English
47814,14588,en,English
47814,14595,en,English
478442,1583,de,Deutsch
122945,17653,cn,广州话 / 廣州話
91799,11069,en,English
91799,11069,es,Español
91799,10829,en,English
123740,31952,de,Deutsch
123740,31952,en,English
308153,54396,en,English
48829,40810,ja,日本語
48829,40812,ja,日本語
123720,3075,en,English
145494,43096,en,English
286935,11506,en,English
286935,11506,fr,Français
286935,11506,de,Deutsch
286935,11506,sv,svenska
286935,29455,sv,svenska
286935,11602,la,Latin
286935,11602,sv,svenska
185667,42632,en,English
58588,10775,cn,广州话 / 廣州話
349889,15618,en,English
434533,13282,en,English
434270,26268,en,English
95891,250,da,Dansk
95891,250,en,English
95891,250,de,Deutsch
95891,250,sh,
126166,19086,en,English
126166,19086,fr,Français
289288,15824,da,Dansk
192532,11315,ja,日本語
441439,5165,it,Italiano
441439,5165,en,English
11140,19128,de,Deutsch
259398,33560,en,English
145901,15371,ja,日本語
32135,27601,en,English
448468,17346,en,English
2150,809,en,English
1241,673,en,English
2794,2789,en,English
86115,8920,en,English
9338,11546,en,English
478628,17481,en,English
478628,27118,en,English
478628,27118,it,Italiano
475802,9372,en,English
240690,44695,en,English
85473,31217,ja,日本語
85473,31217,zh,普通话
374509,38582,ja,日本語
476054,9542,en,English
297143,24236,en,English
145784,10606,en,English
937,6081,en,English
937,6081,fr,Français
211721,2330,pt,Português
211721,2330,fr,Français
211721,2330,de,Deutsch
211721,2330,ko,한국어/조선말
211721,2334,fr,Français
280539,2202,en,English
556,558,en,English
556,558,ru,Pусский
556,558,zh,普通话
123800,80,en,English
123800,80,fr,Français
93791,8699,en,English
437451,11247,cs,Český
437451,11247,en,English
437451,11247,de,Deutsch
138163,36627,pl,Polski
31562,2502,en,English
31562,2502,ru,Pусский
31562,2502,de,Deutsch
31562,2502,it,Italiano
110021,12625,en,English
110021,12625,es,Español
110021,43417,en,English
110021,43417,es,Español
478628,20408,en,English
478628,18706,en,English
478628,18706,fr,Français
478628,18706,it,Italiano
478628,34327,it,Italiano
478628,34327,en,English
478628,20417,en,English
306882,35780,en,English
306882,25361,en,English
171586,25536,cn,广州话 / 廣州話
171586,25536,en,English
30663,11282,en,English
30663,11282,hi,हिन्दी
107674,11130,en,English
115762,395,it,Italiano
115762,395,en,English
146534,10762,en,English
12263,11026,en,English
330605,36912,en,English
330605,36912,fr,Français
424830,44415,en,English
105995,11237,en,English
105995,11237,ru,Pусский
374418,13559,en,English
136218,24924,en,English
136218,24924,it,Italiano
168186,17994,de,Deutsch
17255,1577,en,English
263866,26230,en,English
104716,27816,en,English
104716,27815,en,English
208765,29445,da,Dansk
208765,29445,en,English
256297,28153,en,English
1974,1970,en,English
1974,1970,ja,日本語
656,176,en,English
468222,9806,fr,Français
468222,9806,en,English
10455,11249,en,English
8936,9801,de,Deutsch
8936,9801,th,ภาษาไทย
8936,9801,en,English
52984,2059,la,Latin
52984,2059,en,English
52984,2059,es,Español
275402,11836,en,English
304,163,fr,Français
304,163,it,Italiano
304,163,nl,Nederlands
304,163,zh,普通话
304,163,en,English
735,36648,eo,Esperanto
735,36648,en,English
208602,33740,en,English
208602,74719,en,English
208602,77448,en,English
259401,28421,en,English
48802,27503,en,English
135495,43149,en,English
135495,43149,de,Deutsch
259027,27970,la,Latin
259027,27970,en,English
259027,27970,cn,广州话 / 廣州話
438087,23101,en,English
158365,23336,en,English
272673,28436,en,English
426985,9797,ru,Pусский
135441,31980,en,English
84923,4558,fr,Français
135508,43388,en,English
456980,30801,en,English
12077,11402,en,English
102452,31372,ja,日本語
102452,31374,ja,日本語
102452,31378,ja,日本語
85473,34528,ja,日本語
85473,34528,zh,普通话
85473,34528,ru,Pусский
85473,34530,ja,日本語
85473,34530,zh,普通话
85473,34530,ru,Pусский
441439,21135,en,English
441439,21135,de,Deutsch
441439,21135,it,Italiano
123724,17102,en,English
94039,11047,fr,Français
94039,9929,fr,Français
123724,29778,en,English
123724,29778,la,Latin
123724,29748,en,English
161766,70327,ja,日本語
212525,9394,it,Italiano
123724,34479,en,English
308465,40732,sv,svenska
116847,18250,en,English
123724,33020,en,English
105764,12089,fr,Français
105764,12089,it,Italiano
102128,41471,ja,日本語
102128,17810,ja,日本語
409026,9474,it,Italiano
157504,25473,en,English
39438,24402,fr,Français
391040,16246,en,English
211860,28994,de,Deutsch
405256,19174,en,English
94039,9385,fr,Français
39438,28209,fr,Français
155474,10711,en,English
155474,10711,fr,Français
107473,43430,ru,Pусский
334563,47313,en,English
334563,47313,ja,日本語
294834,5725,en,English
188458,38783,en,English
166698,10640,en,English
294834,5651,en,English
255702,16378,en,English
141290,1362,en,English
52835,33701,fr,Français
14095,14087,ja,日本語
133830,1884,en,English
256296,27414,en,English
94035,17663,en,English
94039,8868,fr,Français
284111,29903,en,English
430201,14029,en,English
430201,14029,de,Deutsch
430201,14029,it,Italiano
133830,10372,en,English
155421,67342,cn,广州话 / 廣州話
269098,9056,cn,广州话 / 廣州話
94039,9318,fr,Français
74083,10570,nl,Nederlands
99635,11471,cn,广州话 / 廣州話
99635,11471,en,English
99635,11471,zh,普通话
160468,22572,en,English
324149,49964,fa,فارسی
9046,30421,zh,普通话
99635,18305,cn,广州话 / 廣州話
99635,18305,en,English
99635,18305,it,Italiano
99635,18305,zh,普通话
98435,14571,ja,日本語
95051,20562,en,English
287016,18311,cn,广州话 / 廣州話
287016,18311,en,English
287016,18311,zh,普通话
287016,18311,tl,
476066,1483,en,English
124951,34376,en,English
284111,29904,en,English
324149,83761,fa,فارسی
361140,34683,sv,svenska
151861,47350,en,English
91945,25684,en,English
192167,18817,cn,广州话 / 廣州話
192167,18817,zh,普通话
98853,16437,en,English
122945,17811,zh,普通话
86341,12088,en,English
187736,30366,en,English
145784,35610,de,Deutsch
145784,35610,en,English
207952,12664,en,English
278467,32764,ro,Română
278467,32764,de,Deutsch
309259,26877,cn,广州话 / 廣州話
45154,18998,en,English
97771,11067,en,English
123256,35977,en,English
123256,35977,de,Deutsch
473943,26830,ja,日本語
190435,12613,en,English
190435,12613,ja,日本語
104068,37563,fr,Français
203178,27318,en,English
137913,16003,sv,svenska
8385,8214,fi,suomi
203910,2061,da,Dansk
108043,17629,ru,Pусский
108043,17629,en,English
108043,17629,sv,svenska
94032,9732,en,English
10924,10213,en,English
10924,12095,en,English
2248,1283,es,Español
205977,22140,da,Dansk
205977,22140,sv,svenska
344936,344,de,Deutsch
421904,15805,en,English
421904,15805,pt,Português
11716,11508,en,English
11716,11508,fr,Français
149191,2487,ja,日本語
98580,12485,en,English
404770,17074,en,English
96850,18491,ja,日本語
355490,39927,en,English
355490,39927,es,Español
338416,21348,fr,Français
9068,9011,en,English
211721,2332,de,Deutsch
211721,2332,fr,Français
211721,2332,ja,日本語
107462,20882,cs,Český
107462,20882,ru,Pусский
52789,5458,en,English
268014,10482,en,English
164394,28031,en,English
410261,15653,en,English
287016,844,cn,广州话 / 廣州話
287016,844,ja,日本語
287016,844,zh,普通话
206072,2463,cn,广州话 / 廣州話
206072,2463,en,English
426370,16874,en,English
103190,71138,ja,日本語
103190,39872,ja,日本語
379475,16234,en,English
10721,10706,en,English
10721,10706,es,Español
105629,17208,en,English
95891,10751,da,Dansk
95891,10751,sr,Srpski
95891,10751,sv,svenska
2396,2899,de,Deutsch
2396,2899,fr,Français
2396,2899,ar,العربية
2396,2899,cn,广州话 / 廣州話
2396,2899,la,Latin
374512,36243,ja,日本語
86105,10726,en,English
192532,13899,ja,日本語
432,437,en,English
473850,11178,en,English
473850,11178,ko,한국어/조선말
118657,100973,sv,svenska
101676,21707,ko,한국어/조선말
192532,36222,cn,广州话 / 廣州話
192532,36222,ja,日本語
386495,13984,en,English
4563,4689,ko,한국어/조선말
308645,18248,pl,Polski
308645,18248,en,English
308645,18248,da,Dansk
308645,18248,de,Deutsch
24726,21041,nl,Nederlands
24726,21041,en,English
24726,21041,fr,Français
24726,21041,de,Deutsch
24726,21041,sv,svenska
94032,11430,en,English
279836,4326,de,Deutsch
1972,32250,ja,日本語
1972,44203,ja,日本語
91799,10891,en,English
430186,12540,en,English
3963,60672,de,Deutsch
3963,60672,fr,Français
3963,60672,it,Italiano
14246,14245,en,English
16302,3177,ja,日本語
309259,10855,cn,广州话 / 廣州話
309259,10855,en,English
23026,12140,ja,日本語
377545,12496,ja,日本語
192541,17457,cn,广州话 / 廣州話
11794,10361,it,Italiano
11794,10361,en,English
371950,41070,de,Deutsch
371950,41070,no,Norsk
371950,41070,sv,svenska
1972,11838,ja,日本語
4563,670,ko,한국어/조선말
11794,12583,en,English
11794,12583,it,Italiano
11794,12583,es,Español
126580,9694,ja,日本語
53154,22537,ja,日本語
10522,10304,en,English
1972,9666,ja,日本語
94589,9316,en,English
94589,9316,th,ภาษาไทย
58588,11647,cn,广州话 / 廣州話
58588,11647,en,English
58588,11647,th,ภาษาไทย
58588,11647,zh,普通话
306063,10105,en,English
306063,10105,de,Deutsch
86113,83,en,English
58588,14310,zh,普通话
14563,10320,en,English
475520,3396,en,English
107461,62276,ru,Pусский
101246,5889,ja,日本語
101246,5889,pt,Português
52789,5460,en,English
476065,8357,en,English
476065,8357,de,Deutsch
476065,8357,es,Español
264335,24674,cn,广州话 / 廣州話
264335,24674,en,English
264335,24674,zh,普通话
264335,24674,th,ภาษาไทย
8917,12597,en,English
51509,693,en,English
102777,11804,en,English
374509,18627,ja,日本語
191023,34326,ja,日本語
251858,23832,it,Italiano
251858,23832,la,Latin
87800,11633,ja,日本語
11875,12127,sv,svenska
11875,11626,sv,svenska
413937,42390,en,English
413937,42390,he,עִבְרִית
413937,42390,de,Deutsch
106000,27549,en,English
275873,26581,en,English
176118,11637,en,English
149704,12142,en,English
149704,12142,pt,Português
96937,8968,en,English
96937,8968,fr,Français
96937,8968,pl,Polski
295862,661,en,English
295862,661,de,Deutsch
437628,561,en,English
437628,561,pt,Português
437628,561,tl,
43072,10214,en,English
3106,3040,de,Deutsch
3106,3040,ru,Pусский
438087,44875,en,English
384920,12721,en,English
169851,27042,en,English
87631,2926,en,English
185682,258,fr,Français
256729,8016,en,English
256729,8016,de,Deutsch
256729,8016,it,Italiano
108170,37601,es,Español
91698,4551,en,English
91698,4551,ru,Pусский
374509,3115,ja,日本語
374511,6593,ja,日本語
432,438,es,Español
432,438,en,English
432,438,fr,Français
101646,37988,fi,suomi
93220,10040,en,English
385721,38155,cn,广州话 / 廣州話
385721,38155,zh,普通话
374509,19545,ja,日本語
135179,187,en,English
167691,47406,it,Italiano
93369,9674,ja,日本語
97919,16250,en,English
397842,10065,en,English
124879,13409,en,English
52785,11679,en,English
96887,24444,ja,日本語
441443,46594,uk,Український
122952,9463,ja,日本語
10,1895,en,English
259401,28423,en,English
14740,953,en,English
14740,953,fr,Français
14740,953,pt,Português
14740,953,es,Español
14740,953,th,ภาษาไทย
12263,12700,en,English
17368,9779,en,English
17368,9779,el,ελληνικά
17368,9779,es,Español
374511,18289,en,English
374511,18289,ja,日本語
263,272,en,English
263,272,ur,اردو
263,272,zh,普通话
374512,15767,ja,日本語
374512,15767,en,English
374512,15767,cn,广州话 / 廣州話
12087,11451,en,English
261590,11683,en,English
261590,11683,fr,Français
261590,11683,it,Italiano
261590,11683,pl,Polski
261590,11683,es,Español
308465,42488,en,English
308465,42488,sv,svenska
150954,20914,it,Italiano
374509,39464,ja,日本語
89188,4889,en,English
9744,9738,en,English
239766,1826,fr,Français
105625,1696,es,Español
105625,1696,en,English
131780,40254,ko,한국어/조선말
332357,6519,en,English
95664,11453,nl,Nederlands
95664,11453,en,English
95664,11453,pl,Polski
95664,11453,pt,Português
203910,11328,da,Dansk
220448,22965,en,English
2396,9564,de,Deutsch
2396,9564,fr,Français
9518,9335,en,English
9518,9335,fr,Français
9518,9335,it,Italiano
373538,17386,fr,Français
373538,17386,en,English
269098,10753,cn,广州话 / 廣州話
269098,11636,zh,普通话
269098,11636,cn,广州话 / 廣州話
269098,11636,en,English
93731,7553,en,English
93731,7553,ru,Pусский
152544,8923,en,English
140760,647,ja,日本語
174386,11968,en,English
529,533,en,English
131780,32237,ko,한국어/조선말
110177,9763,en,English
110177,9763,es,Español
206921,15493,fi,suomi
109082,38828,en,English
1657,1656,en,English
1657,1656,it,Italiano
1657,1656,es,Español
656,215,en,English
409026,10915,it,Italiano
298820,8274,en,English
65249,26845,en,English
65249,18994,en,English
1952,1951,en,English
185682,259,fr,Français
285564,25,en,English
285564,25,es,Español
285564,25,ar,العربية
285564,25,la,Latin
123724,23220,en,English
268098,9885,sv,svenska
268098,9885,en,English
87258,9392,en,English
1241,674,en,English
1241,674,fr,Français
321061,7010,en,English
123720,3124,en,English
420,411,en,English
420,411,de,Deutsch
378268,14695,en,English
378268,14695,es,Español
426985,43118,ru,Pусский
24726,21040,sv,svenska
157890,36775,en,English
157890,36775,de,Deutsch
157890,36775,es,Español
114783,9641,en,English
117952,9568,it,Italiano
117952,9568,de,Deutsch
117952,9568,en,English
107471,6935,fr,Français
97919,20641,en,English
4563,4550,en,English
4563,4550,ja,日本語
4563,4550,ko,한국어/조선말
85946,10045,fr,Français
97307,168705,en,English
97307,168705,pt,Português
86578,1690,en,English
87255,10982,en,English
2326,834,en,English
2326,834,fr,Français
2326,834,hu,Magyar
8819,39345,da,Dansk
8819,39345,en,English
8819,39345,it,Italiano
189159,21519,cn,广州话 / 廣州話
189159,21519,pt,Português
140126,39788,pl,Polski
123726,24580,en,English
8917,11246,en,English
161766,52728,ja,日本語
387618,7295,en,English
387618,7295,hu,Magyar
7505,7509,hi,हिन्दी
148324,36768,fi,suomi
52835,11183,fr,Français
44979,11565,en,English
35792,11283,en,English
157626,16452,en,English
8864,9286,en,English
130440,12096,en,English
123218,33061,en,English
55428,9975,en,English
276838,10053,en,English
124188,9682,en,English
124188,9682,pl,Polski
159613,18747,cn,广州话 / 廣州話
159613,18747,en,English
159613,18747,zh,普通话
286904,14609,en,English
286904,14609,es,Español
8354,950,en,English
86334,15590,en,English
19285,18009,en,English
19285,19286,en,English
19285,19287,en,English
19285,19287,de,Deutsch
19285,18011,en,English
8385,1379,fi,suomi
8385,1379,ru,Pусский
8918,9792,en,English
937,11573,en,English
937,11573,it,Italiano
937,46828,en,English
937,46828,it,Italiano
52760,10292,en,English
86336,3093,en,English
86336,3093,de,Deutsch
4246,4257,en,English
64748,588,en,English
251970,8982,en,English
251970,8982,zh,普通话
251970,8982,th,ภาษาไทย
251970,8982,vi,Tiếng Việt
87359,956,de,Deutsch
87359,956,en,English
87359,956,it,Italiano
87359,956,zh,普通话
87359,956,cs,Český
87359,956,cn,广州话 / 廣州話
158038,31506,de,Deutsch
158038,42512,de,Deutsch
377545,34019,ja,日本語
115776,591,en,English
115776,591,fr,Français
115776,591,la,Latin
115776,591,es,Español
748,36668,en,English
87118,920,en,English
87118,920,it,Italiano
87118,920,ja,日本語
87118,920,yi,
295,58,en,English
295,58,tr,Türkçe
295,58,el,ελληνικά
295,58,zh,普通话
182813,2295,en,English
296872,10007,en,English
166376,8997,en,English
87253,10947,en,English
203178,27320,en,English
9485,9615,en,English
9485,9615,ja,日本語
86115,9513,en,English
86115,9513,pt,Português
351721,10770,en,English
351721,10770,it,Italiano
8537,1452,en,English
8537,1452,fr,Français
8537,1452,de,Deutsch
937,36576,en,English
10721,33005,en,English
246091,32740,hi,हिन्दी
131780,54111,ko,한국어/조선말
85943,1593,en,English
85943,1593,it,Italiano
85943,1593,he,עִבְרִית
64751,1948,en,English
64751,1948,es,Español
64751,1948,ko,한국어/조선말
86092,9762,en,English
417491,15049,en,English
417491,15049,fr,Français
156240,58311,cn,广州话 / 廣州話
44917,18672,cn,广州话 / 廣州話
44917,18672,de,Deutsch
44917,18672,ja,日本語
44917,18672,zh,普通话
278467,32761,de,Deutsch
294834,5721,en,English
17178,12094,en,English
19163,15997,en,English
66761,7484,en,English
425175,10781,en,English
1974,1975,en,English
1974,1975,ja,日本語
1974,1975,ru,Pусский
166373,8975,ar,العربية
166373,8975,en,English
98430,10070,en,English
261382,3683,en,English
101246,5890,ja,日本語
101246,5890,pt,Português
656,214,en,English
266846,43071,fr,Français
266846,43071,es,Español
52749,14620,en,English
53159,13767,en,English
645,36557,en,English
645,36557,fr,Français
92012,9836,en,English
91588,15152,de,Deutsch
91588,15152,fr,Français
91588,15152,ar,العربية
297371,14457,en,English
297371,14457,fr,Français
297371,14457,es,Español
43220,10032,en,English
221539,22440,en,English
123717,17604,en,English
159613,15077,cn,广州话 / 廣州話
159613,15077,zh,普通话
1575,1246,en,English
1575,1246,es,Español
102008,12795,en,English
102008,12795,ru,Pусский
123438,14277,en,English
167691,33583,de,Deutsch
167691,33583,it,Italiano
261382,1251,en,English
261382,1251,ja,日本語
141084,5393,en,English
160727,1931,en,English
85817,9992,en,English
298820,8275,en,English
11582,11578,fr,Français
11582,11578,it,Italiano
11582,11972,fr,Français
11582,11972,it,Italiano
84923,36878,fr,Français
84923,36877,fr,Français
95051,13365,en,English
95051,51863,en,English
95051,50754,en,English
96680,7516,en,English
164395,9966,en,English
9743,1248,en,English
9743,1248,de,Deutsch
9743,1248,ru,Pусский
376970,14761,en,English
93791,9965,en,English
436982,13127,zh,普通话
101385,9958,en,English
90306,1250,en,English
159603,13185,en,English
363014,26655,en,English
108125,11841,zh,普通话
240690,83980,en,English
187089,11945,sv,svenska
167691,5691,it,Italiano
167691,5691,en,English
285130,10845,en,English
43066,15582,en,English
203910,11330,da,Dansk
10441,10942,en,English
102777,7006,en,English
100965,8965,en,English
269190,14624,es,Español
269190,14624,en,English
125570,1271,en,English
8918,9793,en,English
8918,9793,es,Español
377545,20527,ja,日本語
176118,10172,en,English
86112,10294,en,English
278467,1987,ar,العربية
278467,1987,en,English
278467,1987,fr,Français
278467,1987,de,Deutsch
103372,1268,en,English
103372,1268,fr,Français
103372,1268,ru,Pусский
375228,14636,en,English
556,559,en,English
556,559,fr,Français
95051,20553,en,English
254636,14240,en,English
3106,2269,ru,Pусский
376863,11798,en,English
1565,1562,en,English
2150,810,en,English
295,285,en,English
85890,14208,fr,Français
85890,14208,ar,العربية
85890,14208,en,English
85890,14207,fr,Français
85890,14207,la,Latin
85890,14207,mn,
85890,14207,pt,Português
85890,14207,en,English
378453,24200,en,English
304,298,es,Español
304,298,en,English
304,298,fr,Français
374511,39465,ja,日本語
374511,12561,ja,日本語
374511,36679,ja,日本語
86578,1691,en,English
86578,1691,pl,Polski
325798,22049,en,English
325798,22049,it,Italiano
436295,9408,en,English
9744,1979,en,English
9744,1979,ja,日本語
9744,1979,ar,العربية
9744,1979,zh,普通话
339577,1991,en,English
430186,11211,en,English
110177,9815,es,Español
110177,9815,en,English
33071,12695,en,English
1570,1571,en,English
1570,1571,it,Italiano
1570,1571,fr,Français
124949,2698,en,English
8650,1858,es,Español
8650,1858,en,English
1241,675,en,English
86797,13491,ar,العربية
86797,13491,en,English
86797,13491,sv,svenska
31562,2503,en,English
31562,2503,fr,Français
31562,2503,ar,العربية
31562,2503,ru,Pусский
31562,2503,es,Español
369380,34588,pt,Português
2704,2701,de,Deutsch
2704,2701,en,English
442352,17350,fr,Français
90863,5174,la,Latin
90863,5174,en,English
90863,5174,fr,Français
90863,5174,ja,日本語
90863,5174,zh,普通话
228887,14144,en,English
126209,2082,en,English
138908,1845,en,English
138908,1845,fr,Français
138908,1845,de,Deutsch
353754,45211,it,Italiano
211721,2335,fr,Français
339577,1992,en,English
45355,14348,en,English
17255,7737,en,English
100286,4517,sv,svenska
100286,4517,en,English
100286,4517,es,Español
262011,4520,en,English
91660,4513,en,English
143588,17202,en,English
656,663,en,English
108125,48301,cn,广州话 / 廣州話
108125,48301,zh,普通话
119581,7347,pt,Português
140758,18442,en,English
356437,5817,sv,svenska
464270,13363,en,English
45355,16768,en,English
390096,1620,en,English
390096,1620,ru,Pусский
390096,1620,sr,Srpski
167613,6477,en,English
167613,6477,es,Español
167613,6477,fr,Français
167613,6477,ja,日本語
13800,7249,en,English
52985,13186,en,English
113679,13348,en,English
113679,13348,de,Deutsch
472781,20567,en,English
472781,20567,ja,日本語
264339,15495,en,English
52984,6637,la,Latin
52984,6637,en,English
52984,6637,fr,Français
115762,440,en,English
215456,6076,de,Deutsch
91697,69315,en,English
74508,8329,ja,日本語
74508,8329,es,Español
122922,2312,en,English
124901,11908,en,English
126580,6933,en,English
5039,7555,en,English
5039,7555,my,
5039,7555,th,ภาษาไทย
264335,9030,es,Español
264335,9030,en,English
17235,11253,en,English
286177,13054,en,English
86092,8328,ru,Pусский
86092,8328,en,English
261590,13025,en,English
96682,13016,en,English
238419,10797,da,Dansk
101471,28260,cs,Český
101471,28260,en,English
101471,28260,it,Italiano
263,155,en,English
263,155,zh,普通话
308645,18070,en,English
96676,8456,en,English
374509,19333,ja,日本語
385720,36223,ja,日本語
232844,10488,en,English
124881,1266,en,English
124881,1266,tr,Türkçe
30663,13335,en,English
108804,9017,en,English
65249,38661,en,English
65249,38661,hu,Magyar
65249,40044,en,English
65249,40214,en,English
65249,40045,en,English
123255,8617,it,Italiano
123255,8617,en,English
131292,1726,en,English
