belongs_to_collection,id_genres
478628,28
478628,53
478628,9648
2344,12
2344,28
2344,53
2344,878
96871,35
96871,10749
423173,18
423173,35
423173,80
45154,28
45154,878
45154,80
208765,53
208765,18
115142,27
151263,53
151263,878
8050,28
8050,14
8050,878
397444,35
16302,18
16302,53
16302,12
43066,35
43066,14
43066,10749
937,35
937,80
19285,35
19285,27
19285,53
208765,80
208765,18
208765,878
208765,53
185682,35
185682,18
185682,10749
144689,10749
144689,10402
144689,10751
119,12
119,14
119,28
114783,35
98036,35
98036,27
98036,878
245129,99
157890,28
157890,35
157890,53
52749,878
52749,53
353721,18
176097,35
176097,18
194752,18
158373,35
158373,27
158373,878
201930,27
201930,53
201930,27
194752,80
194752,18
135502,28
135502,12
135502,35
86058,18
86058,10749
91427,35
86860,9648
86860,14
86860,12
86860,35
1952,80
1952,18
1952,53
17235,14
17235,28
17235,878
86334,35
86334,10749
299748,12
299748,18
299748,28
299748,53
103577,35
103577,53
103577,80
261590,27
135441,35
2883,28
2883,80
2883,53
99606,35
109608,27
109608,12
109608,28
205977,27
205977,9648
404111,35
404111,18
404111,10749
95051,99
95051,10769
645,28
645,53
645,12
645,12
645,28
645,53
645,12
645,28
645,53
10441,28
10441,18
10441,878
10441,12
9521,10749
9521,35
126166,28
126166,53
272673,53
272673,18
272673,27
87631,28
87631,12
87631,35
87631,18
159340,28
159340,36
159340,10752
14246,28
14246,18
14246,53
10441,28
10441,18
10441,878
10441,12
10441,28
10441,18
10441,878
10441,12
10441,28
10441,18
10441,878
10441,12
47814,35
47814,18
47814,35
47814,9648
47814,53
47814,35
47814,9648
47814,10749
47814,53
47814,35
47814,80
47814,9648
47814,35
47814,80
47814,18
47814,9648
47814,53
478442,35
122945,12
122945,28
122945,35
91799,27
91799,28
91799,35
91799,878
91799,28
91799,35
91799,27
91799,878
91799,53
123740,27
308153,35
48829,28
48829,28
48829,10769
123720,27
123720,878
145494,35
145494,10749
286935,18
286935,10749
286935,18
286935,18
185667,99
185667,10402
58588,18
58588,28
58588,53
58588,80
58588,9648
349889,878
349889,28
434533,28
434533,35
434533,878
434270,28
434270,18
434270,53
434270,80
434270,9648
95891,28
95891,35
95891,80
126166,28
126166,12
289288,18
192532,28
192532,53
192532,80
192532,18
441439,18
441439,9648
11140,9648
11140,80
11140,53
259398,35
259398,18
145901,12
145901,16
145901,35
32135,35
32135,27
448468,99
2150,12
2150,16
2150,35
2150,10751
2150,14
1241,12
1241,14
1241,10751
2794,28
2794,878
86115,16
86115,35
86115,10751
9338,35
9338,80
478628,80
478628,9648
478628,53
478628,9648
478628,53
475802,99
475802,35
475802,18
240690,28
240690,18
85473,10752
85473,18
85473,36
374509,28
374509,878
476054,28
476054,27
476054,53
297143,35
297143,10751
145784,878
937,28
937,35
937,80
937,53
211721,28
211721,35
211721,80
211721,28
211721,35
280539,12
280539,18
280539,10751
556,28
556,12
556,14
123800,18
123800,10749
93791,35
437451,35
138163,36
138163,12
138163,10752
31562,28
31562,18
31562,53
110021,28
110021,12
110021,18
110021,37
110021,28
110021,37
478628,12
478628,53
478628,80
478628,9648
478628,28
478628,12
478628,80
478628,18
478628,9648
478628,53
478628,53
478628,9648
478628,18
478628,53
478628,80
478628,9648
306882,16
306882,10751
306882,28
306882,878
306882,12
306882,10751
306882,878
306882,16
171586,80
171586,18
171586,28
30663,35
30663,12
107674,35
107674,18
107674,10751
107674,10749
115762,12
115762,878
115762,28
146534,28
146534,12
146534,35
146534,53
12263,27
12263,9648
12263,53
330605,28
330605,35
330605,18
424830,18
424830,10751
105995,12
105995,28
105995,27
105995,878
105995,53
374418,18
374418,27
374418,878
136218,27
168186,27
17255,27
17255,28
17255,878
263866,35
263866,27
263866,878
104716,27
104716,27
208765,27
208765,18
256297,27
1974,27
1974,9648
1974,53
656,27
656,9648
656,80
468222,28
468222,12
468222,16
468222,10751
10455,18
10455,27
10455,35
8936,35
8936,10749
52984,12
52984,28
52984,53
52984,9648
275402,16
275402,35
275402,10751
304,53
304,80
735,878
735,28
735,27
735,53
735,12
735,14
208602,99
208602,10751
208602,10402
208602,99
208602,10751
208602,10402
208602,99
208602,10402
208602,10751
259401,18
259401,27
259401,9648
259401,878
259401,53
48802,18
48802,27
48802,10749
135495,12
135495,27
135495,28
135495,878
259027,14
259027,27
259027,18
438087,35
438087,14
438087,10749
158365,99
158365,36
158365,10752
272673,18
272673,14
426985,18
426985,36
135441,35
84923,18
84923,14
84923,10749
135508,28
135508,12
135508,10749
456980,35
456980,10749
456980,37
12077,35
102452,18
102452,28
102452,12
102452,18
102452,28
102452,12
102452,28
102452,12
102452,18
102452,10749
102452,36
85473,10752
85473,18
85473,36
85473,10752
85473,18
85473,36
441439,10749
441439,18
123724,27
94039,10751
94039,16
94039,12
94039,35
94039,10751
94039,16
94039,12
94039,35
123724,27
123724,27
161766,28
161766,12
161766,878
212525,28
212525,35
212525,37
123724,27
308465,12
308465,18
116847,35
116847,27
123724,27
105764,35
105764,9648
102128,18
102128,28
102128,28
102128,18
409026,35
409026,37
157504,28
157504,80
157504,18
39438,18
39438,10749
391040,28
391040,80
391040,18
391040,53
211860,18
211860,10751
405256,28
405256,35
405256,80
94039,10751
94039,16
94039,35
94039,12
39438,18
39438,10749
155474,28
155474,80
155474,18
155474,53
107473,18
107473,35
107473,10749
334563,28
334563,18
294834,35
188458,27
188458,53
166698,28
166698,12
166698,878
166698,53
294834,35
255702,35
141290,12
141290,16
141290,10751
52835,35
14095,16
14095,18
14095,10752
133830,12
133830,10751
133830,14
133830,878
133830,10770
256296,53
256296,27
94035,18
94035,10751
94039,35
94039,16
94039,10751
94039,12
284111,12
284111,14
284111,28
284111,878
430201,27
133830,12
155421,28
155421,35
155421,27
269098,28
269098,80
269098,53
94039,10751
94039,16
94039,12
94039,35
74083,35
99635,28
99635,80
99635,18
160468,28
160468,35
160468,27
160468,878
324149,18
9046,14
9046,28
99635,28
99635,80
99635,53
98435,28
98435,16
98435,878
95051,99
95051,10769
287016,80
287016,18
287016,10749
476066,14
476066,27
124951,14
124951,35
124951,878
124951,10749
284111,28
284111,12
284111,14
324149,12
324149,18
361140,35
151861,18
151861,37
91945,28
91945,53
192167,12
192167,14
192167,18
192167,28
192167,878
98853,28
98853,12
98853,878
122945,12
122945,28
122945,35
122945,10769
86341,28
86341,53
86341,878
187736,12
187736,35
187736,10402
145784,878
207952,35
207952,18
278467,18
309259,28
309259,80
309259,10749
45154,28
45154,12
45154,878
45154,53
97771,35
123256,27
473943,28
473943,80
473943,10769
473943,53
190435,16
190435,28
104068,35
104068,18
104068,10749
203178,14
203178,27
203178,35
137913,53
137913,80
137913,9648
8385,18
203910,28
203910,80
203910,18
203910,53
362047,35
142717,18
108043,28
108043,53
94032,16
94032,10751
94032,12
10924,37
10924,27
10924,53
10924,80
10924,28
10924,27
10924,53
2248,35
2248,80
205977,27
205977,9648
344936,80
344936,28
344936,35
421904,16
421904,28
421904,80
11716,35
11716,10751
11716,14
11716,53
11716,10770
149191,28
149191,18
149191,53
98580,14
98580,27
404770,28
404770,16
96850,16
96850,18
96850,878
355490,35
355490,80
355490,18
338416,14
338416,12
338416,16
338416,10751
9068,14
9068,27
9068,53
211721,28
211721,35
211721,80
107462,35
52789,18
52789,10749
52789,53
268014,35
164394,10749
164394,18
410261,16
410261,10751
410261,35
287016,14
287016,18
287016,878
287016,10749
142717,18
206072,18
206072,28
206072,53
206072,80
426370,35
103190,80
103190,28
103190,80
103190,18
103190,53
379475,16
379475,10751
10721,27
10721,878
10721,53
105629,99
95891,28
95891,35
95891,80
95891,53
2396,10751
2396,14
2396,35
2396,12
374512,12
374512,28
374512,18
374512,14
86105,27
86105,53
192532,80
192532,18
192532,53
432,53
432,878
432,9648
473850,18
473850,35
473850,10749
118657,18
118657,53
101676,28
101676,35
192532,28
192532,35
192532,10751
192532,10769
192532,878
386495,35
386495,10402
4563,28
4563,18
4563,53
308645,28
308645,53
24726,28
24726,53
94032,16
94032,35
94032,10751
142717,18
279836,35
279836,18
1972,27
1972,27
91799,28
91799,35
91799,27
91799,37
430186,35
3963,28
3963,53
3963,80
14246,28
16302,28
16302,53
309259,28
309259,18
309259,53
23026,16
23026,18
23026,878
377545,28
377545,18
377545,10749
192541,28
192541,35
192541,27
11794,18
11794,27
371950,12
371950,27
371950,9648
371950,53
1972,27
4563,18
4563,53
4563,9648
4563,28
11794,18
11794,27
126580,27
126580,53
53154,28
53154,16
53154,12
53154,14
10522,12
10522,27
10522,28
10522,878
1972,27
1972,53
94589,28
94589,53
58588,18
58588,28
58588,53
58588,80
306063,28
306063,12
306063,18
306063,36
306063,10752
86113,18
86113,53
58588,80
58588,18
58588,28
14563,18
14563,27
14563,53
475520,35
475520,99
107461,28
107461,80
101246,12
101246,18
101246,28
101246,53
101246,10749
52789,18
52789,53
52789,10749
476065,99
264335,53
264335,27
8917,80
8917,27
8917,53
8917,9648
51509,35
51509,10749
102777,18
102777,27
102777,53
374509,878
191023,28
191023,18
191023,80
251858,12
251858,35
87800,16
87800,28
87800,878
11875,12
11875,10751
11875,10751
413937,18
106000,28
106000,12
106000,14
106000,878
275873,878
275873,12
176118,12
176118,35
176118,10751
176118,10749
149704,28
149704,14
149704,27
149704,53
96937,53
96937,27
96937,18
96937,9648
295862,10752
295862,18
437628,18
437628,14
437628,27
43072,14
43072,35
43072,10751
43072,12
3106,14
3106,28
3106,53
438087,35
438087,14
438087,9648
438087,10749
384920,28
169851,16
169851,35
169851,878
87631,28
87631,12
87631,35
87631,18
185682,35
185682,18
185682,10749
256729,10752
256729,18
108170,27
91698,35
91698,80
374509,14
374509,28
374509,878
374509,10769
374511,28
374511,18
374511,14
374511,10769
374511,878
221308,35
432,9648
432,878
432,53
101646,28
101646,35
101646,80
93220,28
93220,35
385721,28
385721,35
385721,18
385721,14
385721,9648
374509,10749
374509,878
374509,28
374509,12
135179,28
135179,53
135179,80
167691,18
93369,27
97919,18
97919,10749
97919,10770
97919,37
397842,27
397842,53
397842,18
124879,28
124879,12
124879,80
124879,18
52785,28
52785,12
52785,80
52785,18
52785,9648
52785,53
96887,12
96887,28
96887,18
441443,18
122952,16
122952,14
122952,27
10,878
10,12
10,28
259401,10749
259401,878
259401,35
14740,10751
14740,16
12263,27
12263,53
17368,18
17368,35
374511,27
374511,878
263,28
263,80
263,18
374512,28
374512,12
374512,878
374512,14
374512,53
12087,35
12087,10751
12087,12
12087,14
12087,10749
261590,27
308465,18
308465,37
150954,35
374509,878
374509,18
374509,27
89188,53
9744,28
9744,12
9744,14
9744,878
239766,35
239766,18
239766,10749
105625,18
105625,27
105625,80
131780,27
332357,28
332357,12
332357,35
95664,35
203910,80
203910,18
203910,53
220448,35
220448,80
220448,9648
220448,53
2396,10751
2396,12
2396,35
2396,14
9518,28
9518,53
9518,80
373538,28
373538,80
373538,18
373538,53
269098,28
269098,80
269098,53
269098,28
269098,53
269098,80
269098,18
93731,35
152544,80
152544,18
140760,28
140760,12
140760,16
140760,14
174386,28
174386,53
174386,12
174386,80
529,12
529,16
529,35
529,10751
131780,27
110177,18
206921,878
206921,28
206921,35
109082,28
109082,12
109082,18
109082,14
109082,878
109082,53
1657,28
1657,12
656,27
409026,35
409026,37
298820,35
65249,28
65249,12
65249,18
65249,12
65249,28
1952,18
185682,35
185682,18
185682,10749
285564,18
285564,10752
123724,27
268098,27
268098,53
87258,12
87258,27
1241,12
1241,14
1241,10751
321061,28
321061,53
321061,10752
123720,27
123720,878
420,12
420,10751
420,14
378268,18
378268,53
426985,36
426985,18
24726,28
24726,53
157890,28
157890,35
114783,35
117952,27
117952,53
107471,28
107471,80
107471,18
97919,10770
97919,18
97919,10749
4563,18
4563,53
85946,28
85946,53
85946,878
97307,28
97307,12
97307,14
97307,27
86578,27
87255,16
87255,35
87255,10751
2326,14
2326,28
2326,878
2326,53
8819,10751
8819,35
8819,12
189159,28
189159,35
140126,28
140126,35
140126,10769
123726,27
123726,878
8917,27
8917,53
8917,9648
161766,28
161766,12
161766,27
161766,878
387618,53
387618,9648
387618,18
7505,18
7505,10769
7505,10749
148324,35
52835,35
44979,35
44979,80
35792,14
35792,35
35792,10751
157626,35
157626,99
8864,27
8864,9648
130440,28
130440,35
130440,80
130440,9648
130440,10751
123218,14
123218,27
55428,12
55428,16
55428,35
55428,10751
276838,27
276838,53
124188,27
124188,53
159613,80
159613,18
286904,28
286904,16
286904,12
286904,878
8354,16
8354,10751
8354,35
8354,12
86334,35
86334,10751
86334,10749
19285,35
19285,27
19285,35
19285,14
19285,27
19285,35
19285,14
19285,27
19285,878
19285,27
8385,80
8385,18
8918,27
8918,53
937,35
937,80
937,35
52760,27
52760,53
86336,80
86336,9648
86336,53
4246,35
64748,27
64748,9648
251970,28
251970,80
251970,18
251970,53
87359,12
87359,28
87359,53
158038,12
158038,18
158038,14
158038,12
158038,18
158038,14
377545,18
377545,10749
115776,53
115776,9648
748,12
748,28
748,878
748,53
87118,16
87118,12
87118,35
87118,10751
295,12
295,14
295,28
182813,35
296872,27
296872,53
166376,27
166376,28
166376,53
166376,878
87253,35
87253,18
87253,10751
87253,10402
87253,10770
203178,27
9485,28
9485,80
9485,18
9485,53
86115,16
86115,35
86115,10751
351721,35
351721,878
8537,12
8537,14
8537,28
8537,878
937,80
937,35
10721,27
10721,878
10721,53
246091,28
246091,878
131780,14
131780,27
131780,10749
85943,28
85943,12
85943,35
85943,10751
85943,14
64751,28
64751,53
64751,80
86092,10402
86092,18
86092,10749
86092,80
417491,28
417491,35
417491,80
156240,28
156240,35
156240,878
44917,28
44917,14
278467,18
294834,35
294834,18
294834,10749
17178,28
17178,35
17178,99
19163,16
19163,10751
19163,12
66761,12
66761,16
66761,10751
425175,27
1974,27
1974,53
166373,28
166373,12
166373,18
166373,53
98430,28
98430,35
98430,27
261382,10752
261382,18
261382,36
101246,28
656,27
656,53
656,80
266846,18
266846,16
266846,36
266846,12
52749,18
52749,878
52749,53
53159,35
53159,10751
53159,12
645,12
645,28
645,53
92012,16
92012,35
91588,80
91588,28
91588,12
91588,35
297371,27
297371,9648
43220,35
221539,18
221539,14
221539,27
123717,10749
123717,14
123717,12
159613,18
159613,80
1575,18
102008,35
102008,10749
123438,99
167691,36
167691,18
167691,35
261382,28
261382,12
261382,18
261382,10752
141084,16
141084,35
141084,10751
141084,14
141084,878
160727,18
160727,10402
85817,12
85817,14
85817,16
85817,10751
298820,35
11582,35
11582,35
84923,14
84923,18
84923,18
84923,14
95051,99
95051,99
95051,99
96680,28
96680,35
96680,80
96680,53
164395,9648
164395,53
164395,27
9743,80
9743,18
9743,53
376970,28
376970,99
93791,35
436982,28
436982,80
436982,18
436982,53
101385,35
90306,53
90306,28
90306,14
90306,27
159603,18
363014,35
363014,18
363014,10751
108125,28
108125,12
240690,28
240690,18
187089,35
187089,10751
167691,35
167691,18
285130,35
285130,27
43066,35
43066,14
43066,10751
203910,28
203910,53
203910,80
10441,878
10441,28
10441,12
102777,53
102777,18
102777,27
102777,14
100965,14
100965,16
100965,878
100965,10751
100965,28
269190,10749
269190,18
269190,10751
125570,28
125570,12
125570,10752
8918,27
8918,53
377545,18
377545,10769
377545,10749
176118,35
176118,10751
176118,18
86112,27
86112,53
278467,27
278467,80
278467,18
103372,10751
103372,35
375228,28
375228,53
556,14
556,28
556,12
95051,99
95051,10769
254636,53
254636,28
254636,27
3106,14
3106,27
376863,18
376863,80
1565,27
1565,53
1565,878
2150,14
2150,12
2150,16
2150,35
2150,10751
295,12
295,14
295,28
85890,14
85890,28
85890,12
85890,53
85890,12
85890,28
85890,35
85890,18
85890,14
85890,10749
378453,35
378453,53
304,80
304,53
374511,878
374511,28
374511,14
374511,12
374511,28
374511,12
374511,27
374511,878
374511,28
374511,12
374511,878
374511,18
374511,14
374511,27
86578,27
325798,14
325798,878
436295,16
436295,35
436295,10751
9744,12
9744,14
9744,28
9744,53
339577,28
339577,53
430186,35
110177,18
33071,35
1570,28
1570,53
124949,14
124949,35
124949,10751
8650,12
8650,878
8650,28
1241,12
1241,14
1241,10751
1241,9648
86797,28
86797,12
86797,18
86797,10749
31562,28
31562,18
31562,9648
31562,53
369380,35
2704,18
442352,35
90863,28
90863,35
90863,80
90863,53
228887,35
228887,10751
126209,27
138908,35
138908,10749
353754,37
211721,28
211721,35
339577,27
339577,28
339577,53
45355,35
45355,99
17255,27
17255,28
17255,878
100286,18
100286,36
100286,10749
262011,18
262011,53
91660,27
91660,53
143588,35
143588,18
656,27
656,53
656,80
108125,28
119581,18
119581,28
119581,80
140758,27
140758,878
140758,53
356437,18
356437,35
356437,10402
464270,878
464270,18
45355,35
45355,99
390096,28
390096,80
390096,18
390096,53
167613,35
167613,10402
167613,10751
167613,14
167613,16
13800,16
13800,35
13800,878
52985,27
52985,53
113679,99
472781,28
472781,80
264339,18
264339,27
264339,53
52984,28
52984,12
52984,9648
52984,53
115762,14
115762,28
115762,878
115762,53
115762,27
215456,18
215456,35
215456,10749
91697,10770
91697,878
91697,28
91697,18
91697,53
74508,27
74508,9648
122922,12
122922,14
122922,28
122922,18
124901,35
124901,27
126580,27
126580,9648
126580,53
5039,28
5039,53
264335,18
264335,27
264335,53
17235,12
17235,14
17235,878
286177,28
286177,12
286177,80
286177,18
286177,53
86092,10402
86092,18
86092,10749
261590,27
261590,28
261590,878
96682,99
96682,36
238419,16
238419,35
101471,35
101471,878
101471,10749
101471,27
263,18
263,28
263,80
263,53
308645,28
96676,18
96676,28
374509,28
374509,878
374509,14
385720,28
385720,35
385720,10769
232844,12
232844,35
232844,10751
232844,14
124881,28
124881,80
124881,18
124881,53
30663,35
30663,12
108804,28
108804,12
108804,27
65249,28
65249,12
65249,28
65249,12
65249,28
65249,12
65249,10749
65249,28
65249,12
123255,80
123255,27
131292,28
131292,878
131292,12
135483,28
135483,53
44215,12
44215,878
298820,35
420,12
420,10751
420,14
84,12
84,28
50457,35
50457,18
50457,10749
77816,12
77816,16
77816,10751
77816,35
314917,35
314917,878
462400,28
462400,53
462400,80
369005,99
369005,18
12077,35
12077,10751
12077,878
13800,16
13800,35
13800,878
13800,14
87250,16
87250,18
87250,10751
25542,35
25542,18
25542,10751
363015,10751
363015,16
363015,10770
458558,35
458558,10749
76291,35
76291,80
76291,53
72547,28
72547,878
72547,12
72547,35
72547,10751
289288,18
289288,18
102019,14
102019,9648
102019,53
118828,16
118828,10751
44215,12
44215,878
151263,878
151263,18
151263,53
19387,18
19387,9648
19387,878
19387,53
33085,10751
33085,16
108502,35
108502,14
108502,10770
108502,18
108502,14
1733,12
1733,28
1733,14
96677,12
96677,18
96677,28
17368,12
17368,35
17368,18
17368,10751
87253,35
87253,18
87253,10751
87253,10402
86116,28
86116,53
86116,878
105324,27
105324,9648
105324,53
248339,27
248339,53
127280,27
280539,28
280539,18
280539,10751
280539,12
9436,28
9436,27
9436,53
149704,28
149704,14
149704,27
3292,10752
3292,18
3292,36
3292,12
3292,10749
3292,53
266731,28
266731,35
266731,37
321065,28
321065,37
321065,10752
434270,18
434270,9648
434270,53
141615,16
141615,10751
141615,12
141615,18
141615,14
123932,27
123932,878
123932,53
109076,80
109076,18
109076,27
109076,53
102128,18
102128,28
102128,28
102128,10769
10441,878
10441,12
10441,28
10441,28
10441,12
10441,878
87253,35
87253,18
87253,10751
87253,10402
87253,10749
13800,16
13800,35
13800,878
14740,10751
14740,16
476063,27
645,12
645,28
645,53
645,80
192174,28
148055,35
148055,18
148055,10751
148055,10402
148055,10770
656,27
656,53
656,80
10893,35
10893,27
10893,878
10893,53
87256,12
87256,35
87256,10751
158376,10769
158376,28
158376,18
124492,28
124492,10752
124492,10752
124492,28
124930,27
33514,12
33514,14
33514,18
33514,10749
9518,28
9518,12
9518,53
9518,80
280562,28
280562,14
280562,878
529,16
529,35
529,10751
373538,27
373538,28
86774,18
86774,36
86774,10752
86774,18
86774,36
86774,10752
10522,12
10522,878
10522,28
157890,28
157890,35
157890,53
9046,14
9046,18
9046,27
9046,28
9046,35
9046,10749
158365,10752
158365,99
158365,99
158365,10752
158365,36
158365,99
158365,10752
158365,36
124492,12
124492,10752
124492,28
158365,99
201061,878
201061,28
201061,878
201061,12
96682,99
96682,36
96682,10752
230532,35
230532,10751
59235,10770
59235,18
59235,53
59235,80
91945,28
91945,53
66761,12
66761,16
66761,35
66761,10751
70068,18
70068,28
70068,36
174218,27
158365,10752
158365,99
251383,12
251383,35
251383,14
85945,18
85945,28
85945,53
85945,80
264437,9648
264437,27
2326,14
2326,28
2326,12
2326,878
2326,53
158365,99
158365,10752
48190,35
48190,35
195646,12
195646,16
195646,878
328372,28
328372,12
328372,35
328372,10751
1974,9648
1974,27
1974,53
148324,35
13800,16
13800,35
96661,16
47627,27
47627,878
47627,80
93731,35
261203,28
261203,12
261203,878
261203,53
9735,27
122017,28
122017,27
122017,878
130440,35
130440,9648
156152,35
156152,18
156152,35
156152,18
156152,35
156152,18
169740,53
169740,27
477050,18
477050,28
477050,35
477050,10769
94589,12
94589,28
94589,53
24761,18
24761,53
24761,80
24761,9648
110041,27
110041,53
138163,12
138163,80
138163,18
138163,36
52749,878
52749,53
52749,18
52749,80
286006,27
286006,53
183256,35
183256,28
9485,28
9485,80
9485,18
9485,53
457550,18
457550,36
457550,28
265782,18
64751,28
64751,53
64751,80
183256,35
183256,28
453993,12
453993,28
453993,53
453993,878
115575,878
115575,28
115575,12
413661,35
413661,80
413661,18
10964,28
10964,35
10964,80
10964,18
96677,10752
96677,28
96677,18
96677,36
96677,53
33059,80
33059,18
33059,9648
178106,53
178106,80
178106,878
178106,9648
115776,53
115776,9648
528,28
528,878
528,53
85943,12
85943,14
85943,28
85943,35
85943,10751
240156,35
240156,10769
256729,36
256729,18
256729,10752
96850,9648
96850,16
96850,878
96850,28
140612,28
140612,12
140612,16
140612,18
91588,80
91588,28
91588,35
91588,12
146534,28
146534,12
146534,35
86119,35
330555,35
330555,10751
261240,35
286038,27
286038,35
374386,12
374386,18
374386,36
374386,10752
211753,12
211753,14
211753,878
373918,16
373918,35
373918,10751
75014,10769
75014,28
75014,36
75014,35
8650,878
8650,28
8650,12
8354,16
8354,35
8354,10751
8354,12
165743,28
165743,35
165743,16
324149,18
26863,16
26863,10751
26863,12
26863,35
85890,14
85890,28
85890,12
85890,35
350836,28
350836,14
350836,878
350836,53
1241,12
1241,14
1241,10751
52888,35
52888,14
86113,18
86113,27
86113,53
261526,35
115142,27
165369,27
165369,53
135468,12
135468,28
135468,53
135468,878
221622,28
221622,12
221622,18
221622,53
256296,35
256296,27
353708,28
353708,12
353708,35
210303,16
210303,878
210303,28
210303,18
190135,16
190135,35
190135,10749
98430,28
98430,35
98430,27
404148,99
404148,99
109044,28
223564,27
223564,878
223564,53
86112,27
86112,53
123218,27
164394,10770
164394,18
126209,27
37261,35
152544,80
152544,18
141448,35
158643,53
158643,27
8864,27
8864,9648
177467,16
177467,35
177467,10751
8917,27
8917,9648
8917,53
8917,27
8917,53
41437,27
41437,9648
190135,35
190135,10749
190135,16
190135,10402
378025,18
378025,12
378025,53
378025,10749
656,27
656,9648
87186,28
87186,53
87186,80
368982,28
368982,12
368982,35
368982,18
368982,10751
368982,14
368982,10749
378025,12
378025,18
378025,10749
441443,18
441443,10752
91697,878
91697,28
91697,12
91697,18
33514,12
33514,14
33514,18
33514,10749
2248,35
2248,80
192174,28
192174,35
192174,53
282246,16
282246,10751
282246,35
113679,99
201778,27
201778,35
175722,18
87096,28
87096,12
87096,14
87096,878
102322,28
102322,12
102322,80
102322,9648
25410,28
25410,53
167613,35
167613,10751
167613,16
167613,14
167613,10402
298820,35
24761,28
24761,53
24761,80
24761,9648
330555,35
330555,18
330555,10751
107949,27
107949,14
107949,878
209739,28
209739,12
189159,28
189159,35
244242,28
244242,80
244242,18
244242,53
2396,14
2396,12
2396,35
2396,10751
264481,27
264481,878
242587,16
242587,10751
195441,35
195441,10751
117777,28
117777,80
117777,53
472781,28
472781,80
472781,18
86797,28
86797,12
86797,18
86797,36
38451,80
38451,35
38451,9648
38451,53
454520,16
454520,28
454520,12
454520,18
454520,878
94035,18
94035,10749
94035,10751
24761,18
24761,28
24761,53
24761,80
24761,9648
475511,99
179919,12
179919,14
179919,10751
101385,35
101385,80
85946,28
85946,53
85946,80
475520,99
222634,35
222634,10751
222634,14
74508,53
74508,27
201576,27
261307,10751
261307,14
261307,12
96679,35
166378,80
166378,53
145901,28
145901,16
145901,35
145901,10770
261590,27
261590,878
86668,35
86668,18
379920,53
379920,28
380006,99
380006,10769
46082,35
46082,10749
313576,878
313576,35
313576,12
89137,14
89137,12
89137,16
89137,10751
458017,16
458017,10751
10713,12
10713,28
10713,878
10713,53
478628,53
478628,9648
76291,80
76291,53
76291,35
145901,28
145901,16
145901,35
145901,10770
76291,35
76291,9648
76291,53
86780,12
86780,14
86780,28
179892,28
179892,80
97156,80
97156,18
97156,53
97156,80
97156,18
97156,53
178117,16
178117,35
178117,10751
97919,10770
97919,28
97919,18
97919,10751
475511,99
86110,35
86110,10751
378268,10749
378268,18
277739,18
168618,878
168618,53
142182,99
211075,16
211075,10751
211075,35
96671,27
375886,27
375886,53
119234,28
119234,10769
119234,53
124930,27
119234,18
119234,80
119234,53
119234,28
131292,12
131292,28
131292,878
12141,35
435347,10769
435347,35
8581,27
8581,9648
8581,53
12077,35
12077,12
435347,35
435347,35
264434,27
429234,27
429234,10769
50457,35
50457,18
50457,10749
104068,35
104068,10769
23170,18
23170,10752
159603,80
159603,18
87258,12
87258,27
87258,53
10194,16
10194,10751
10194,35
173628,27
463068,18
463068,36
2150,35
2150,12
2150,14
2150,16
2150,10751
283417,28
283417,18
283417,80
283417,53
168618,878
168618,53
123218,99
123218,35
33514,12
33514,14
33514,18
33514,10749
33878,99
33878,18
330555,35
330555,18
330555,10751
330555,10749
399,28
399,878
399,12
399,53
86066,16
86066,10751
180546,35
107725,27
107725,878
35792,35
35792,14
303872,35
70068,28
70068,36
70068,18
259027,80
259027,27
259027,9648
259401,12
259401,35
259401,10749
259401,878
259401,10752
126125,53
126125,12
126125,28
104830,35
104830,27
246839,18
246839,10751
294172,80
294172,18
294172,28
294172,53
294172,878
257899,28
257899,12
257899,18
257899,53
425164,16
177675,27
177675,18
177675,53
17178,35
17178,99
225543,99
210006,28
210006,35
210006,53
86092,18
86092,10749
360342,28
360342,12
360342,14
278920,27
278920,35
220872,35
17255,28
17255,12
17255,27
17255,878
290933,28
290933,12
290933,16
52783,18
52783,80
87014,35
87014,10751
102128,28
102128,10769
102128,28
89959,9648
89959,53
89959,80
89959,18
306926,18
306926,53
306926,878
109076,28
109076,12
109076,35
14095,16
14095,18
14095,10752
17178,35
17178,99
17178,28
295777,99
295777,10752
91660,27
91660,53
163902,28
163902,12
163902,35
163902,80
163902,53
11118,10751
11118,35
11118,80
10517,35
41437,27
41437,53
117777,28
117777,53
11118,10751
11118,35
11118,80
656,27
656,80
166844,16
166844,10751
324371,28
324371,878
369005,878
369005,18
369005,10749
2150,16
2150,35
1241,12
1241,14
1241,10751
463959,16
463959,10751
158373,35
158373,27
167716,18
376970,28
376970,99
129293,99
129293,36
395556,27
420,12
420,10751
420,14
256297,27
412736,14
124901,27
124901,35
124901,53
331475,10751
331475,18
63043,12
63043,28
63043,878
256297,27
201548,28
264434,27
461937,18
461937,10751
322330,16
322330,10751
51509,35
51509,10749
141290,16
141290,10751
141290,14
441682,35
395466,35
438087,35
438087,14
438087,10749
429234,27
429234,27
188202,10749
188202,18
188202,35
94589,28
94589,12
94589,36
385528,28
385528,80
385528,18
101646,28
101646,35
101646,80
297143,35
297143,10751
53043,14
309300,35
309300,18
210303,16
210303,878
210303,28
210303,18
219691,53
219691,80
219691,27
266846,16
96682,99
264338,27
264338,10770
9888,80
9888,35
9888,10751
105324,27
105324,9648
105324,53
